;Date;actual;position;action;number;account;value
856;27.10.2015;611,0100098;608,6099854;SELL;8;-2314;2573
857;28.10.2015;617,0999756;611,0100098;HOLD;8;-2314;2622
858;29.10.2015;626,5499878;617,0999756;HOLD;8;-2314;2697
859;30.10.2015;625,9000244;626,5499878;HOLD;8;-2314;2692
860;02.11.2015;628,3499756;625,9000244;HOLD;8;-2314;2712
861;03.11.2015;625,3099976;628,3499756;SELL;7;-1689;2687
862;04.11.2015;640,9500122;625,3099976;BUY;8;-2330;2797
863;05.11.2015;655,6500244;640,9500122;SELL;7;-1674;2914
864;06.11.2015;659,3699951;655,6500244;HOLD;7;-1674;2940
865;09.11.2015;655,4899902;659,3699951;HOLD;7;-1674;2913
866;10.11.2015;659,6799927;655,4899902;HOLD;7;-1674;2943
867;11.11.2015;673,25;659,6799927;SELL;6;-1001;3038
868;12.11.2015;665,5999756;673,25;BUY;7;-1667;2992
869;13.11.2015;642,3499756;665,5999756;BUY;8;-2309;2829
870;16.11.2015;647,8099976;642,3499756;HOLD;8;-2309;2873
871;17.11.2015;643,2999878;647,8099976;BUY;9;-2952;2837
872;18.11.2015;663,539978;643,2999878;BUY;10;-3616;3019
873;19.11.2015;661,2700195;663,539978;SELL;9;-2954;2996
874;20.11.2015;668,4500122;661,2700195;BUY;10;-3623;3061
875;23.11.2015;678,9899902;668,4500122;SELL;9;-2944;3166
876;24.11.2015;671,1500244;678,9899902;BUY;10;-3615;3095
877;25.11.2015;675,3400269;671,1500244;HOLD;10;-3615;3137
878;27.11.2015;673,2600098;675,3400269;SELL;9;-2942;3117
879;30.11.2015;664,7999878;673,2600098;BUY;10;-3607;3040
880;01.12.2015;679,0599976;664,7999878;HOLD;10;-3607;3183
881;02.12.2015;676,0100098;679,0599976;SELL;9;-2931;3153
882;03.12.2015;666,25;676,0100098;BUY;10;-3597;3065
883;04.12.2015;672,6400146;666,25;BUY;11;-4269;3129
884;07.12.2015;669,8300171;672,6400146;SELL;10;-3600;3098
885;08.12.2015;677,3300171;669,8300171;BUY;11;-4277;3173
886;09.12.2015;664,789978;677,3300171;SELL;10;-3612;3035
887;10.12.2015;662,3200073;664,789978;HOLD;10;-3612;3010
888;11.12.2015;640,1500244;662,3200073;HOLD;10;-3612;2788
889;14.12.2015;657,9099731;640,1500244;BUY;11;-4270;2966
890;15.12.2015;658,6400146;657,9099731;SELL;10;-3611;2974
891;16.12.2015;675,7700195;658,6400146;BUY;11;-4287;3145
892;17.12.2015;670,6500244;675,7700195;SELL;10;-3617;3089
893;18.12.2015;664,1400146;670,6500244;HOLD;10;-3617;3024
894;21.12.2015;664,5100098;664,1400146;HOLD;10;-3617;3028
895;22.12.2015;663,1500244;664,5100098;HOLD;10;-3617;3014
896;23.12.2015;663,7000122;663,1500244;BUY;11;-4280;3019
897;24.12.2015;662,789978;663,7000122;SELL;10;-3617;3009
898;28.12.2015;675,2000122;662,789978;BUY;11;-4293;3134
899;29.12.2015;693,9699707;675,2000122;SELL;10;-3599;3340
900;30.12.2015;689,0700073;693,9699707;BUY;11;-4288;3291
901;31.12.2015;675,8900146;689,0700073;HOLD;11;-4288;3146
902;04.01.2016;636,9899902;675,8900146;HOLD;11;-4288;2718
903;05.01.2016;633,789978;636,9899902;HOLD;11;-4288;2683
904;06.01.2016;632,6500244;633,789978;HOLD;11;-4288;2670
905;07.01.2016;607,9400024;632,6500244;HOLD;11;-4288;2399
906;08.01.2016;607,0499878;607,9400024;HOLD;11;-4288;2389
907;11.01.2016;617,7399902;607,0499878;SELL;10;-3670;2506
908;12.01.2016;617,8900146;617,7399902;SELL;9;-3052;2508
909;13.01.2016;581,8099976;617,8900146;BUY;10;-3634;2183
910;14.01.2016;593;581,8099976;BUY;11;-4227;2295
911;15.01.2016;570,1799927;593;SELL;10;-3657;2044
912;19.01.2016;574,4799805;570,1799927;BUY;11;-4231;2087
913;20.01.2016;571,7700195;574,4799805;SELL;10;-3659;2057
914;21.01.2016;575,0200195;571,7700195;HOLD;10;-3659;2090
915;22.01.2016;596,3800049;575,0200195;SELL;9;-3063;2303
916;25.01.2016;596,5300293;596,3800049;BUY;10;-3660;2305
917;26.01.2016;601,25;596,5300293;HOLD;10;-3660;2352
918;27.01.2016;583,3499756;601,25;HOLD;10;-3660;2173
919;28.01.2016;635,3499756;583,3499756;BUY;11;-4295;2693
920;29.01.2016;587;635,3499756;SELL;10;-3708;2161
921;01.02.2016;574,8099976;587;BUY;11;-4283;2039
922;02.02.2016;552,0999756;574,8099976;SELL;10;-3731;1789
923;03.02.2016;531,0700073;552,0999756;BUY;11;-4262;1579
924;04.02.2016;536,2600098;531,0700073;HOLD;11;-4262;1636
925;05.02.2016;502,1300049;536,2600098;SELL;10;-3760;1261
926;08.02.2016;488,1000061;502,1300049;BUY;11;-4248;1120
927;09.02.2016;482,0700073;488,1000061;HOLD;11;-4248;1054
928;10.02.2016;490,480011;482,0700073;HOLD;11;-4248;1147
929;11.02.2016;503,8200073;490,480011;SELL;10;-3744;1293
930;12.02.2016;507,0799866;503,8200073;BUY;11;-4251;1326
931;16.02.2016;521,0999756;507,0799866;SELL;10;-3730;1480
932;17.02.2016;534,0999756;521,0999756;HOLD;10;-3730;1610
933;18.02.2016;525;534,0999756;HOLD;10;-3730;1519
934;19.02.2016;534,9000244;525;BUY;11;-4265;1618
935;22.02.2016;559,5;534,9000244;SELL;10;-3705;1889
936;23.02.2016;552,9400024;559,5;HOLD;10;-3705;1823
937;24.02.2016;554,039978;552,9400024;BUY;11;-4259;1834
938;25.02.2016;555,1500244;554,039978;SELL;10;-3704;1846
939;26.02.2016;555,2299805;555,1500244;HOLD;10;-3704;1847
940;29.02.2016;552,5200195;555,2299805;BUY;11;-4257;1820
941;01.03.2016;579,039978;552,5200195;SELL;10;-3678;2112
942;02.03.2016;580,210022;579,039978;SELL;9;-3097;2123
943;03.03.2016;577,4899902;580,210022;BUY;10;-3675;2099
944;04.03.2016;575,1400146;577,4899902;SELL;9;-3100;2075
945;07.03.2016;562,7999878;575,1400146;HOLD;9;-3100;1964
946;08.03.2016;560,2600098;562,7999878;BUY;10;-3660;1942
947;09.03.2016;559,4699707;560,2600098;BUY;11;-4220;1934
948;10.03.2016;558,9299927;559,4699707;HOLD;11;-4220;1928
949;11.03.2016;569,6099854;558,9299927;HOLD;11;-4220;2045
950;14.03.2016;573,3699951;569,6099854;SELL;10;-3646;2087
951;15.03.2016;577,0200195;573,3699951;HOLD;10;-3646;2123
952;16.03.2016;574,2700195;577,0200195;HOLD;10;-3646;2096
953;17.03.2016;559,4400024;574,2700195;BUY;11;-4206;1947
954;18.03.2016;552,0800171;559,4400024;HOLD;11;-4206;1866
955;21.03.2016;553,9799805;552,0800171;HOLD;11;-4206;1887
956;22.03.2016;560,4799805;553,9799805;SELL;10;-3645;1959
957;23.03.2016;569,6300049;560,4799805;BUY;11;-4215;2050
958;24.03.2016;582,9500122;569,6300049;HOLD;11;-4215;2197
959;28.03.2016;579,8699951;582,9500122;HOLD;11;-4215;2163
960;29.03.2016;593,8599854;579,8699951;HOLD;11;-4215;2317
961;30.03.2016;598,6900024;593,8599854;SELL;10;-3616;2370
962;31.03.2016;593,6400146;598,6900024;HOLD;10;-3616;2319
963;01.04.2016;598,5;593,6400146;HOLD;10;-3616;2368
964;04.04.2016;593,1900024;598,5;SELL;9;-3023;2315
965;05.04.2016;586,1400146;593,1900024;BUY;10;-3609;2251
966;06.04.2016;602,0800171;586,1400146;BUY;11;-4211;2411
967;07.04.2016;591,4299927;602,0800171;SELL;10;-3620;2294
968;08.04.2016;594,5999756;591,4299927;BUY;11;-4214;2325
969;11.04.2016;595,9299927;594,5999756;SELL;10;-3618;2340
970;12.04.2016;603,1699829;595,9299927;BUY;11;-4222;2412
971;13.04.2016;614,8200073;603,1699829;HOLD;11;-4222;2541
972;14.04.2016;620,75;614,8200073;HOLD;11;-4222;2606
973;15.04.2016;625,8900146;620,75;HOLD;11;-4222;2662
974;18.04.2016;635,3499756;625,8900146;HOLD;11;-4222;2766
975;19.04.2016;627,9000244;635,3499756;SELL;10;-3594;2684
976;20.04.2016;632,9899902;627,9000244;HOLD;10;-3594;2735
977;21.04.2016;631;632,9899902;SELL;9;-2963;2715
978;22.04.2016;620,5;631;BUY;10;-3583;2621
979;25.04.2016;626,2000122;620,5;SELL;9;-2957;2678
980;26.04.2016;616,8800049;626,2000122;SELL;8;-2340;2594
981;27.04.2016;606,5700073;616,8800049;BUY;9;-2947;2512
982;28.04.2016;602;606,5700073;SELL;8;-2345;2470
983;29.04.2016;659,5900269;602;BUY;9;-3004;2931
984;02.05.2016;683,8499756;659,5900269;HOLD;9;-3004;3149
985;03.05.2016;671,3200073;683,8499756;BUY;10;-3676;3037
986;04.05.2016;670,9000244;671,3200073;BUY;11;-4346;3032
987;05.05.2016;659,0900269;670,9000244;HOLD;11;-4346;2903
988;06.05.2016;673,9500122;659,0900269;HOLD;11;-4346;3066
989;09.05.2016;679,75;673,9500122;SELL;10;-3667;3130
990;10.05.2016;703,0700073;679,75;BUY;11;-4370;3363
991;11.05.2016;713,2299805;703,0700073;SELL;10;-3656;3475
992;12.05.2016;717,9299927;713,2299805;SELL;9;-2939;3522
993;13.05.2016;709,9199829;717,9299927;HOLD;9;-2939;3450
994;16.05.2016;710,6599731;709,9199829;BUY;10;-3649;3456
995;17.05.2016;695,2700195;710,6599731;SELL;9;-2954;3302
996;18.05.2016;697,4500122;695,2700195;BUY;10;-3651;3322
997;19.05.2016;698,5200195;697,4500122;SELL;9;-2953;3333
998;20.05.2016;702,7999878;698,5200195;BUY;10;-3656;3371
999;23.05.2016;696,75;702,7999878;SELL;9;-2959;3311
1000;24.05.2016;704,2000122;696,75;HOLD;9;-2959;3378
1001;25.05.2016;708,3499756;704,2000122;SELL;8;-2251;3415
1002;26.05.2016;714,9099731;708,3499756;HOLD;8;-2251;3468
1003;27.05.2016;712,2399902;714,9099731;SELL;7;-1538;3446
1004;31.05.2016;722,789978;712,2399902;BUY;8;-2261;3520
1005;01.06.2016;719,4400024;722,789978;SELL;7;-1542;3493
1006;02.06.2016;728,2399902;719,4400024;BUY;8;-2270;3555
1007;03.06.2016;725,539978;728,2399902;SELL;7;-1544;3533
1008;06.06.2016;726,7299805;725,539978;BUY;8;-2271;3542
1009;07.06.2016;723,7399902;726,7299805;SELL;7;-1547;3518
1010;08.06.2016;726,6400146;723,7399902;BUY;8;-2274;3538
1011;09.06.2016;727,6500244;726,6400146;SELL;7;-1546;3546
1012;10.06.2016;717,9099731;727,6500244;HOLD;7;-1546;3478
1013;13.06.2016;715,2399902;717,9099731;SELL;6;-831;3459
1014;14.06.2016;719,2999878;715,2399902;HOLD;6;-831;3484
1015;15.06.2016;714,2600098;719,2999878;SELL;5;-117;3453
1016;16.06.2016;717,5100098;714,2600098;BUY;6;-834;3470
1017;17.06.2016;706,3900146;717,5100098;SELL;5;-128;3403
1018;20.06.2016;714,0100098;706,3900146;BUY;6;-842;3441
1019;21.06.2016;715,8200073;714,0100098;SELL;5;-126;3452
1020;22.06.2016;710,5999756;715,8200073;BUY;6;-837;3426
1021;23.06.2016;722,0800171;710,5999756;BUY;7;-1559;3495
1022;24.06.2016;698,960022;722,0800171;SELL;6;-860;3333
1023;27.06.2016;691,3599854;698,960022;BUY;7;-1551;3287
1024;28.06.2016;707,9500122;691,3599854;HOLD;7;-1551;3403
1025;29.06.2016;715,5999756;707,9500122;SELL;6;-836;3457
1026;30.06.2016;715,6199951;715,5999756;BUY;7;-1551;3457
1027;01.07.2016;725,6799927;715,6199951;BUY;8;-2277;3527
1028;05.07.2016;728,0999756;725,6799927;SELL;7;-1549;3547
1029;06.07.2016;737,6099854;728,0999756;HOLD;7;-1549;3613
1030;07.07.2016;736,5700073;737,6099854;HOLD;7;-1549;3606
1031;08.07.2016;745,8099976;736,5700073;HOLD;7;-1549;3671
1032;11.07.2016;753,7800293;745,8099976;SELL;6;-795;3727
1033;12.07.2016;748,210022;753,7800293;BUY;7;-1543;3693
1034;13.07.2016;742,6300049;748,210022;HOLD;7;-1543;3654
1035;14.07.2016;741,2000122;742,6300049;HOLD;7;-1543;3644
1036;15.07.2016;735,4400024;741,2000122;BUY;8;-2279;3604
1037;18.07.2016;736,0700073;735,4400024;BUY;9;-3015;3609
1038;19.07.2016;739,9500122;736,0700073;SELL;8;-2275;3644
1039;20.07.2016;745,7199707;739,9500122;HOLD;8;-2275;3690
1040;21.07.2016;744,4299927;745,7199707;HOLD;8;-2275;3680
1041;22.07.2016;744,8599854;744,4299927;HOLD;8;-2275;3683
1042;25.07.2016;739,6099854;744,8599854;SELL;7;-1535;3641
1043;26.07.2016;735,5900269;739,6099854;BUY;8;-2271;3613
1044;27.07.2016;736,6699829;735,5900269;HOLD;8;-2271;3622
1045;28.07.2016;752,6099854;736,6699829;SELL;7;-1518;3749
1046;29.07.2016;758,8099976;752,6099854;SELL;6;-759;3792
1047;01.08.2016;767,7399902;758,8099976;HOLD;6;-759;3846
1048;02.08.2016;760,5800171;767,7399902;SELL;5;0;3803
1049;03.08.2016;754,6400146;760,5800171;HOLD;5;0;3773
1050;04.08.2016;760,7700195;754,6400146;HOLD;5;0;3804
1051;05.08.2016;765,9799805;760,7700195;SELL;4;766;3830
1052;08.08.2016;766,5599976;765,9799805;BUY;5;0;3832
1053;09.08.2016;768,3099976;766,5599976;BUY;6;-768;3841
1054;10.08.2016;768,5599976;768,3099976;SELL;5;0;3843
1055;11.08.2016;771,2399902;768,5599976;HOLD;5;0;3856
1056;12.08.2016;772,5599976;771,2399902;SELL;4;772;3863
1057;15.08.2016;768,4899902;772,5599976;HOLD;4;772;3846
1058;16.08.2016;764,039978;768,4899902;HOLD;4;772;3829
1059;17.08.2016;764,6300049;764,039978;BUY;5;8;3831
1060;18.08.2016;764,460022;764,6300049;BUY;6;-756;3830
1061;19.08.2016;757,3099976;764,460022;BUY;7;-1513;3787
1062;22.08.2016;759,4799805;757,3099976;SELL;6;-754;3802
1063;23.08.2016;762,4500122;759,4799805;SELL;5;8;3820
1064;24.08.2016;757,25;762,4500122;BUY;6;-748;3794
1065;25.08.2016;759,2199707;757,25;BUY;7;-1508;3806
1066;26.08.2016;769;759,2199707;SELL;6;-739;3874
1067;29.08.2016;771,289978;769;HOLD;6;-739;3888
1068;30.08.2016;767,5800171;771,289978;BUY;7;-1506;3866
1069;31.08.2016;769,1599731;767,5800171;BUY;8;-2275;3877
1070;01.09.2016;770,6199951;769,1599731;SELL;7;-1505;3889
1071;02.09.2016;772,4400024;770,6199951;BUY;8;-2277;3901
1072;06.09.2016;788,8699951;772,4400024;SELL;7;-1488;4033
1073;07.09.2016;784,4799805;788,8699951;HOLD;7;-1488;4002
1074;08.09.2016;784,0599976;784,4799805;HOLD;7;-1488;3999
1075;09.09.2016;760,1400146;784,0599976;HOLD;7;-1488;3832
1076;12.09.2016;771,4899902;760,1400146;BUY;8;-2260;3911
1077;13.09.2016;761,0100098;771,4899902;SELL;7;-1499;3827
1078;14.09.2016;761,0900269;761,0100098;BUY;8;-2260;3828
1079;15.09.2016;769,6900024;761,0900269;SELL;7;-1490;3897
1080;16.09.2016;778,5200195;769,6900024;BUY;8;-2269;3959
1081;19.09.2016;775,0999756;778,5200195;HOLD;8;-2269;3931
1082;20.09.2016;780,2199707;775,0999756;BUY;9;-3049;3972
1083;21.09.2016;789,7399902;780,2199707;SELL;8;-2259;4058
1084;22.09.2016;804,7000122;789,7399902;BUY;9;-3064;4177
1085;23.09.2016;805,75;804,7000122;HOLD;9;-3064;4187
1086;26.09.2016;799,1599731;805,75;BUY;10;-3863;4128
1087;27.09.2016;816,1099854;799,1599731;HOLD;10;-3863;4297
1088;28.09.2016;828,7199707;816,1099854;SELL;9;-3034;4423
1089;29.09.2016;829,0499878;828,7199707;BUY;10;-3863;4426
1090;30.09.2016;837,3099976;829,0499878;HOLD;10;-3863;4509
1091;03.10.2016;836,7399902;837,3099976;SELL;9;-3027;4503
1092;04.10.2016;834,0300293;836,7399902;HOLD;9;-3027;4479
1093;05.10.2016;844,3599854;834,0300293;BUY;10;-3871;4572
1094;06.10.2016;841,6599731;844,3599854;SELL;9;-3029;4545
1095;07.10.2016;839,4299927;841,6599731;BUY;10;-3869;4525
1096;10.10.2016;841,710022;839,4299927;BUY;11;-4710;4547
1097;11.10.2016;831;841,710022;SELL;10;-3879;4430
1098;12.10.2016;834,0900269;831;BUY;11;-4713;4460
1099;13.10.2016;829,2800293;834,0900269;SELL;10;-3884;4408
1100;14.10.2016;822,960022;829,2800293;HOLD;10;-3884;4344
1101;17.10.2016;812,9500122;822,960022;HOLD;10;-3884;4244
1102;18.10.2016;817,6500244;812,9500122;BUY;11;-4702;4291
1103;19.10.2016;817,6900024;817,6500244;SELL;10;-3884;4292
1104;20.10.2016;810,3200073;817,6900024;BUY;11;-4694;4218
1105;21.10.2016;818,9899902;810,3200073;SELL;10;-3876;4313
1106;24.10.2016;838,0900269;818,9899902;HOLD;10;-3876;4504
1107;25.10.2016;835,1799927;838,0900269;BUY;11;-4711;4475
1108;26.10.2016;822,5900269;835,1799927;HOLD;11;-4711;4337
1109;27.10.2016;818,3599854;822,5900269;SELL;10;-3892;4290
1110;28.10.2016;776,3200073;818,3599854;HOLD;10;-3892;3870
1111;31.10.2016;789,8200073;776,3200073;BUY;11;-4682;4005
1112;01.11.2016;785,4099731;789,8200073;SELL;10;-3897;3956
1113;02.11.2016;765,5599976;785,4099731;BUY;11;-4662;3758
1114;03.11.2016;767,0300293;765,5599976;SELL;10;-3895;3774
1115;04.11.2016;755,0499878;767,0300293;SELL;9;-3140;3654
1116;07.11.2016;784,9299927;755,0499878;BUY;10;-3925;3923
1117;08.11.2016;787,75;784,9299927;SELL;9;-3137;3951
1118;09.11.2016;771,8800049;787,75;HOLD;9;-3137;3809
1119;10.11.2016;742,3800049;771,8800049;HOLD;9;-3137;3543
1120;11.11.2016;739,0100098;742,3800049;SELL;8;-2398;3513
1121;14.11.2016;719,0700073;739,0100098;BUY;9;-3117;3353
1122;15.11.2016;743,2399902;719,0700073;BUY;10;-3861;3571
1123;16.11.2016;746,4899902;743,2399902;SELL;9;-3114;3603
1124;17.11.2016;756,4000244;746,4899902;HOLD;9;-3114;3692
1125;18.11.2016;760,1599731;756,4000244;HOLD;9;-3114;3726
1126;21.11.2016;780;760,1599731;HOLD;9;-3114;3905
1127;22.11.2016;785,3300171;780;HOLD;9;-3114;3953
1128;23.11.2016;780,1199951;785,3300171;HOLD;9;-3114;3906
1129;25.11.2016;780,3699951;780,1199951;BUY;10;-3895;3908
1130;28.11.2016;766,7700195;780,3699951;SELL;9;-3128;3772
1131;29.11.2016;762,5200195;766,7700195;BUY;10;-3890;3734
1132;30.11.2016;750,5700073;762,5200195;BUY;11;-4641;3614
1133;01.12.2016;743,6500244;750,5700073;HOLD;11;-4641;3538
1134;02.12.2016;740,3400269;743,6500244;HOLD;11;-4641;3502
1135;05.12.2016;759,3599854;740,3400269;HOLD;11;-4641;3711
1136;06.12.2016;764,7199707;759,3599854;SELL;10;-3876;3770
1137;07.12.2016;770,4199829;764,7199707;BUY;11;-4647;3827
1138;08.12.2016;767,3300171;770,4199829;SELL;10;-3879;3793
1139;09.12.2016;768,6599731;767,3300171;HOLD;10;-3879;3806
1140;12.12.2016;760,1199951;768,6599731;SELL;9;-3119;3721
1141;13.12.2016;774,3400269;760,1199951;BUY;10;-3893;3849
1142;14.12.2016;768,8200073;774,3400269;SELL;9;-3125;3794
1143;15.12.2016;761;768,8200073;HOLD;9;-3125;3723
1144;16.12.2016;757,7700195;761;HOLD;9;-3125;3694
1145;19.12.2016;766;757,7700195;HOLD;9;-3125;3768
1146;20.12.2016;771,2199707;766;SELL;8;-2353;3815
1147;21.12.2016;770,5999756;771,2199707;BUY;9;-3124;3810
1148;22.12.2016;766,3400269;770,5999756;BUY;10;-3890;3772
1149;23.12.2016;760,5900269;766,3400269;HOLD;10;-3890;3715
1150;27.12.2016;771,4000244;760,5900269;BUY;11;-4662;3823
1151;28.12.2016;772,1300049;771,4000244;SELL;10;-3890;3831
1152;29.12.2016;765,1500244;772,1300049;BUY;11;-4655;3761
1153;30.12.2016;749,8699951;765,1500244;HOLD;11;-4655;3593
1154;03.01.2017;753,6699829;749,8699951;HOLD;11;-4655;3635
1155;04.01.2017;757,1799927;753,6699829;HOLD;11;-4655;3673
1156;05.01.2017;780,4500122;757,1799927;HOLD;11;-4655;3929
1157;06.01.2017;795,9899902;780,4500122;SELL;10;-3859;4100
1158;09.01.2017;796,9199829;795,9899902;HOLD;10;-3859;4109
1159;10.01.2017;795,9000244;796,9199829;HOLD;10;-3859;4099
1160;11.01.2017;799,0200195;795,9000244;BUY;11;-4658;4130
1161;12.01.2017;813,6400146;799,0200195;SELL;10;-3844;4291
1162;13.01.2017;817,1400146;813,6400146;HOLD;10;-3844;4326
1163;17.01.2017;809,7199707;817,1400146;HOLD;10;-3844;4252
1164;18.01.2017;807,4799805;809,7199707;HOLD;10;-3844;4230
1165;19.01.2017;809,039978;807,4799805;HOLD;10;-3844;4245
1166;20.01.2017;808,3300171;809,039978;BUY;11;-4653;4238
1167;23.01.2017;817,8800049;808,3300171;HOLD;11;-4653;4343
1168;24.01.2017;822,4400024;817,8800049;SELL;10;-3830;4393
1169;25.01.2017;836,5200195;822,4400024;HOLD;10;-3830;4534
1170;26.01.2017;839,1500244;836,5200195;HOLD;10;-3830;4560
1171;27.01.2017;835,7700195;839,1500244;HOLD;10;-3830;4527
1172;30.01.2017;830,3800049;835,7700195;HOLD;10;-3830;4473
1173;31.01.2017;823,4799805;830,3800049;HOLD;10;-3830;4404
1174;01.02.2017;832,3499756;823,4799805;BUY;11;-4662;4492
1175;02.02.2017;839,9500122;832,3499756;SELL;10;-3822;4576
1176;03.02.2017;810,2000122;839,9500122;BUY;11;-4633;4279
1177;06.02.2017;807,6400146;810,2000122;HOLD;11;-4633;4250
1178;07.02.2017;812,5;807,6400146;HOLD;11;-4633;4304
1179;08.02.2017;819,710022;812,5;SELL;10;-3813;4383
1180;09.02.2017;821,3599854;819,710022;BUY;11;-4634;4400
1181;10.02.2017;827,460022;821,3599854;SELL;10;-3807;4467
1182;13.02.2017;836,5300293;827,460022;SELL;9;-2970;4557
1183;14.02.2017;836,3900146;836,5300293;BUY;10;-3807;4556
1184;15.02.2017;842,7000122;836,3900146;BUY;11;-4649;4619
1185;16.02.2017;844,1400146;842,7000122;SELL;10;-3805;4635
1186;17.02.2017;845,0700073;844,1400146;HOLD;10;-3805;4644
1187;21.02.2017;856,4400024;845,0700073;HOLD;10;-3805;4758
1188;22.02.2017;855,6099854;856,4400024;HOLD;10;-3805;4750
1189;23.02.2017;852,1900024;855,6099854;HOLD;10;-3805;4716
1190;24.02.2017;845,2399902;852,1900024;HOLD;10;-3805;4646
1191;27.02.2017;848,6400146;845,2399902;BUY;11;-4654;4680
1192;28.02.2017;845,039978;848,6400146;SELL;10;-3809;4641
1193;01.03.2017;853,0800171;845,039978;BUY;11;-4662;4721
1194;02.03.2017;848,9099731;853,0800171;SELL;10;-3813;4675
1195;03.03.2017;849,8800049;848,9099731;BUY;11;-4663;4685
1196;06.03.2017;846,6099854;849,8800049;SELL;10;-3816;4649
1197;07.03.2017;846,0200195;846,6099854;BUY;11;-4662;4643
1198;08.03.2017;850,5;846,0200195;SELL;10;-3812;4692
1199;09.03.2017;853;850,5;HOLD;10;-3812;4717
1200;10.03.2017;852,460022;853;HOLD;10;-3812;4712
1201;13.03.2017;854,5900269;852,460022;HOLD;10;-3812;4733
1202;14.03.2017;852,5300293;854,5900269;SELL;9;-2959;4712
1203;15.03.2017;852,9699707;852,5300293;BUY;10;-3812;4716
1204;16.03.2017;853,4199829;852,9699707;SELL;9;-2959;4721
1205;17.03.2017;852,3099976;853,4199829;HOLD;9;-2959;4711
1206;20.03.2017;856,9699707;852,3099976;BUY;10;-3816;4753
1207;21.03.2017;843,2000122;856,9699707;SELL;9;-2973;4615
1208;22.03.2017;848,0599976;843,2000122;HOLD;9;-2973;4659
1209;23.03.2017;847,3800049;848,0599976;SELL;8;-2125;4653
1210;24.03.2017;845,6099854;847,3800049;BUY;9;-2971;4639
1211;27.03.2017;846,8200073;845,6099854;SELL;8;-2124;4650
1212;28.03.2017;856;846,8200073;SELL;7;-1268;4723
1213;29.03.2017;874,3200073;856;SELL;6;-394;4851
1214;30.03.2017;876,3400269;874,3200073;HOLD;6;-394;4863
1215;31.03.2017;886,539978;876,3400269;SELL;5;492;4925
1216;03.04.2017;891,5100098;886,539978;HOLD;5;492;4949
1217;04.04.2017;906,8300171;891,5100098;HOLD;5;492;5026
1218;05.04.2017;909,2800293;906,8300171;HOLD;5;492;5038
1219;06.04.2017;898,2800293;909,2800293;HOLD;5;492;4983
1220;07.04.2017;894,8800049;898,2800293;BUY;6;-402;4966
1221;10.04.2017;907,039978;894,8800049;BUY;7;-1309;5039
1222;11.04.2017;902,3599854;907,039978;SELL;6;-407;5006
1223;12.04.2017;896,2299805;902,3599854;BUY;7;-1303;4970
1224;13.04.2017;884,6699829;896,2299805;SELL;6;-418;4889
1225;17.04.2017;901,9899902;884,6699829;HOLD;6;-418;4993
1226;18.04.2017;903,7800293;901,9899902;SELL;5;484;5003
1227;19.04.2017;899,2000122;903,7800293;BUY;6;-414;4980
1228;20.04.2017;902,0599976;899,2000122;BUY;7;-1316;4998
1229;21.04.2017;898,5300293;902,0599976;HOLD;7;-1316;4973
1230;24.04.2017;907,4099731;898,5300293;BUY;8;-2223;5035
1231;25.04.2017;907,6199951;907,4099731;SELL;7;-1316;5037
1232;26.04.2017;909,289978;907,6199951;BUY;8;-2225;5048
1233;27.04.2017;918,3800049;909,289978;SELL;7;-1306;5121
1234;28.04.2017;924,9899902;918,3800049;BUY;8;-2231;5167
1235;01.05.2017;948,2299805;924,9899902;HOLD;8;-2231;5353
1236;02.05.2017;946,9400024;948,2299805;HOLD;8;-2231;5343
1237;03.05.2017;941,0300293;946,9400024;BUY;9;-3173;5296
1238;04.05.2017;937,5300293;941,0300293;HOLD;9;-3173;5264
1239;05.05.2017;934,1500244;937,5300293;BUY;10;-4107;5234
1240;08.05.2017;949,039978;934,1500244;BUY;11;-5056;5383
1241;09.05.2017;952,8200073;949,039978;SELL;10;-4103;5424
1242;10.05.2017;948,9500122;952,8200073;HOLD;10;-4103;5386
1243;11.05.2017;947,6199951;948,9500122;HOLD;10;-4103;5372
1244;12.05.2017;961,3499756;947,6199951;SELL;9;-3142;5510
1245;15.05.2017;957,9699707;961,3499756;HOLD;9;-3142;5479
1246;16.05.2017;966,0700073;957,9699707;BUY;10;-4108;5552
1247;17.05.2017;944,7600098;966,0700073;SELL;9;-3163;5339
1248;18.05.2017;958,4899902;944,7600098;BUY;10;-4121;5463
1249;19.05.2017;959,8400269;958,4899902;SELL;9;-3161;5476
1250;22.05.2017;970,6699829;959,8400269;BUY;10;-4132;5574
1251;23.05.2017;971,539978;970,6699829;SELL;9;-3161;5582
1252;24.05.2017;980,3499756;971,539978;HOLD;9;-3161;5662
1253;25.05.2017;993,3800049;980,3499756;HOLD;9;-3161;5779
1254;26.05.2017;995,7800293;993,3800049;HOLD;9;-3161;5800
1255;30.05.2017;996,7000122;995,7800293;SELL;8;-2164;5809
1256;31.05.2017;994,6199951;996,7000122;HOLD;8;-2164;5792
1257;01.06.2017;995,9500122;994,6199951;BUY;9;-3160;5803
1258;02.06.2017;1006,72998;995,9500122;SELL;8;-2153;5900
1259;05.06.2017;1011,340027;1006,72998;BUY;9;-3164;5937
1260;06.06.2017;1003;1011,340027;BUY;10;-4167;5862
1261;07.06.2017;1010,070007;1003;HOLD;10;-4167;5932
1262;08.06.2017;1010,27002;1010,070007;SELL;9;-3157;5934
